sentence,target_word,acceptable_targets,variant_lexemes,structure_id,tags,cefr,difficulty,variant_group
They can draw a house.,house,,cat;dog;bird;tree;flower,abilities_modal,can_affirmative|3rd_person_plural|draw|article_a,a1,2,vg_e871ab673c3cc339
They can speak slowly.,slowly,,slowly;quickly;softly;loudly;clearly,abilities_modal,can_affirmative|3rd_person_plural|speak|adverb,a1,3,
They can wait for the bus.,bus,,teacher,abilities_modal,can_affirmative|3rd_person_plural|wait|preposition_for|article_the,a1,3,vg_676f064db5a42da9
They can wait for the teacher.,teacher,,bus,abilities_modal,can_affirmative|3rd_person_plural|wait|preposition_for|article_the,a1,3,vg_676f064db5a42da9
They do not like beans.,beans,bean,beans;peas;carrots;onions;mushrooms,likes_preferences,present_simple|negative|do_not|like|3rd_person_plural|food|plural,a1,3,
They do not like eggs.,eggs,egg,eggs;beans;peas;mushrooms,likes_preferences,present_simple|negative|do_not|like|3rd_person_plural|food|plural,a1,3,
They do not like milk.,milk,,water;juice;coffee,likes_preferences,present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun,a1,3,vg_894e0374005aae30
They do not like water.,water,,milk;juice;coffee,likes_preferences,present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun,a1,3,vg_894e0374005aae30
They do not like juice.,juice,,milk;water;coffee,likes_preferences,present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun,a1,3,vg_894e0374005aae30
They do not like coffee.,coffee,,milk;water;juice,likes_preferences,present_simple|negative|do_not|like|3rd_person_plural|food|mass_noun,a1,3,vg_894e0374005aae30
They eat bread for breakfast.,bread,,rice;cheese;soup,daily_routines_actions,present_simple|3rd_person_plural|eat|food|preposition_for,a1,3,vg_6a8ba5b0073445ac
They eat rice for breakfast.,rice,,bread;cheese;soup,daily_routines_actions,present_simple|3rd_person_plural|eat|food|preposition_for,a1,3,vg_6a8ba5b0073445ac
They eat cheese for breakfast.,cheese,,bread;rice;soup,daily_routines_actions,present_simple|3rd_person_plural|eat|food|preposition_for,a1,3,vg_6a8ba5b0073445ac
They eat soup for breakfast.,soup,,bread;rice;cheese,daily_routines_actions,present_simple|3rd_person_plural|eat|food|preposition_for,a1,3,vg_6a8ba5b0073445ac
They eat rice every day.,rice,,bread;soup;fish,daily_routines_actions,present_simple|3rd_person_plural|eat|food|frequency_every_day,a1,3,vg_215749ced6aec089
They eat bread every day.,bread,,rice;soup;fish,daily_routines_actions,present_simple|3rd_person_plural|eat|food|frequency_every_day,a1,3,vg_215749ced6aec089
They eat soup every day.,soup,,rice;bread;fish,daily_routines_actions,present_simple|3rd_person_plural|eat|food|frequency_every_day,a1,3,vg_215749ced6aec089
They eat fish every day.,fish,,rice;bread;soup,daily_routines_actions,present_simple|3rd_person_plural|eat|food|frequency_every_day,a1,3,vg_215749ced6aec089
They have a big house.,house,,car;dog;cat;ball,possession_have,have|3rd_person_plural|adjective|article_a|home,a1,2,vg_51da13179613ee5e
They have a big car.,car,,house;dog;cat;ball,possession_have,have|3rd_person_plural|adjective|article_a|home,a1,2,vg_51da13179613ee5e
They have a big dog.,dog,,house;car;cat;ball,possession_have,have|3rd_person_plural|adjective|article_a|home,a1,2,vg_51da13179613ee5e
They have a big cat.,cat,,house;car;dog;ball,possession_have,have|3rd_person_plural|adjective|article_a|home,a1,2,vg_51da13179613ee5e
They have a big ball.,ball,,house;car;dog;cat,possession_have,have|3rd_person_plural|adjective|article_a|home,a1,2,vg_51da13179613ee5e
They have a loud bird.,bird,,dog;cat;car;phone,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,2,vg_4082a8d8c0588baa
They have a loud dog.,dog,,bird;cat;car;phone,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,2,vg_4082a8d8c0588baa
They have a loud cat.,cat,,bird;dog;car;phone,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,2,vg_4082a8d8c0588baa
They have a loud car.,car,,bird;dog;cat;phone,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,2,vg_4082a8d8c0588baa
They have a loud phone.,phone,,bird;dog;cat;car,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,2,vg_4082a8d8c0588baa
They have a small dog.,dog,,cat;bird;ball;car,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,1,vg_b5f19a6feaf0746a
They have a small cat.,cat,,dog;bird;ball;car,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,1,vg_b5f19a6feaf0746a
They have a small bird.,bird,,dog;cat;ball;car,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,1,vg_b5f19a6feaf0746a
They have a small ball.,ball,,dog;cat;bird;car,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,1,vg_b5f19a6feaf0746a
They have a small car.,car,,dog;cat;bird;ball,possession_have,have|3rd_person_plural|adjective|article_a|animals,a1,1,vg_b5f19a6feaf0746a
They like to play football.,football,,basketball;tennis,likes_preferences,present_simple|3rd_person_plural|like|infinitive|play|sports,a1,3,vg_03852a2b790078d1
They like to play basketball.,basketball,,football;tennis,likes_preferences,present_simple|3rd_person_plural|like|infinitive|play|sports,a1,3,vg_03852a2b790078d1
They like to play tennis.,tennis,,football;basketball,likes_preferences,present_simple|3rd_person_plural|like|infinitive|play|sports,a1,3,vg_03852a2b790078d1
They like to run.,run,,walk;swim;dance;sing,likes_preferences,present_simple|3rd_person_plural|like|infinitive,a1,2,vg_aea231d1dca08f44
They like to walk.,walk,,run;swim;dance;sing,likes_preferences,present_simple|3rd_person_plural|like|infinitive,a1,2,vg_aea231d1dca08f44
They like to dance.,dance,,run;walk;swim;sing,likes_preferences,present_simple|3rd_person_plural|like|infinitive,a1,2,vg_aea231d1dca08f44
They like to sing.,sing,,run;walk;swim;dance,likes_preferences,present_simple|3rd_person_plural|like|infinitive,a1,2,vg_aea231d1dca08f44
They like to swim.,swim,,swim;run;walk;dance;sing,likes_preferences,present_simple|3rd_person_plural|like|infinitive,a1,2,
They never jump on the table.,table,,chair;sofa;bed;floor,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|jump|preposition_on|article_the,a1,3,vg_b61a72a5b0595ffd
They never jump on the chair.,chair,,table;sofa;bed;floor,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|jump|preposition_on|article_the,a1,3,vg_b61a72a5b0595ffd
They never jump on the sofa.,sofa,,table;chair;bed;floor,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|jump|preposition_on|article_the,a1,3,vg_b61a72a5b0595ffd
They never jump on the bed.,bed,,table;chair;sofa;floor,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|jump|preposition_on|article_the,a1,3,vg_b61a72a5b0595ffd
They never jump on the floor.,floor,,table;chair;sofa;bed,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|jump|preposition_on|article_the,a1,3,vg_b61a72a5b0595ffd
They never run in the house.,house,,classroom;kitchen,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|run|preposition_in|article_the,a1,3,vg_11a455de10fb2f18
They never run in the classroom.,classroom,,house;kitchen,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|run|preposition_in|article_the,a1,3,vg_11a455de10fb2f18
They never run in the kitchen.,kitchen,,house;classroom,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|run|preposition_in|article_the,a1,3,vg_11a455de10fb2f18
They never run in the room.,room,,room;classroom;hallway;kitchen;house,daily_routines_actions,present_simple|3rd_person_plural|frequency_never|run|preposition_in|article_the,a1,3,
They sing a song.,song,,song;poem,daily_routines_actions,present_simple|3rd_person_plural|sing|article_a,a1,2,
They sing in the morning.,morning,,afternoon;evening,daily_routines_actions,present_simple|3rd_person_plural|sing|preposition_in|article_the|times_of_day,a1,2,vg_50a96d2323bc2e73
They sing in the afternoon.,afternoon,,morning;evening,daily_routines_actions,present_simple|3rd_person_plural|sing|preposition_in|article_the|times_of_day,a1,2,vg_50a96d2323bc2e73
They sing in the evening.,evening,,morning;afternoon,daily_routines_actions,present_simple|3rd_person_plural|sing|preposition_in|article_the|times_of_day,a1,2,vg_50a96d2323bc2e73
They sometimes eat fruit.,fruit,,rice;bread;cheese;soup,daily_routines_actions,present_simple|3rd_person_plural|frequency_sometimes|eat|food,a1,2,vg_561eb9445964d0f2
They sometimes eat rice.,rice,,fruit;bread;cheese;soup,daily_routines_actions,present_simple|3rd_person_plural|frequency_sometimes|eat|food,a1,2,vg_561eb9445964d0f2
They sometimes eat bread.,bread,,fruit;rice;cheese;soup,daily_routines_actions,present_simple|3rd_person_plural|frequency_sometimes|eat|food,a1,2,vg_561eb9445964d0f2
They sometimes eat cheese.,cheese,,fruit;rice;bread;soup,daily_routines_actions,present_simple|3rd_person_plural|frequency_sometimes|eat|food,a1,2,vg_561eb9445964d0f2
They sometimes eat soup.,soup,,fruit;rice;bread;cheese,daily_routines_actions,present_simple|3rd_person_plural|frequency_sometimes|eat|food,a1,2,vg_561eb9445964d0f2
They sometimes eat pizza.,pizza,,pizza;bread;rice;noodles;soup,daily_routines_actions,present_simple|3rd_person_plural|frequency_sometimes|eat|food,a1,2,
They sometimes play games.,games,game,games;songs;sports;tricks,daily_routines_actions,present_simple|3rd_person_plural|frequency_sometimes|play|plural,a1,2,
They study in the library.,library,,classroom;school;park;room,daily_routines_actions,present_simple|3rd_person_plural|study|preposition_in|article_the|places,a1,2,vg_2ca87564d12f7fee
They study in the classroom.,classroom,,library;school;park;room,daily_routines_actions,present_simple|3rd_person_plural|study|preposition_in|article_the|places,a1,2,vg_2ca87564d12f7fee
They study in the school.,school,,library;classroom;park;room,daily_routines_actions,present_simple|3rd_person_plural|study|preposition_in|article_the|places,a1,2,vg_2ca87564d12f7fee
They study in the park.,park,,library;classroom;school;room,daily_routines_actions,present_simple|3rd_person_plural|study|preposition_in|article_the|places,a1,2,vg_2ca87564d12f7fee
They study in the room.,room,,library;classroom;school;park,daily_routines_actions,present_simple|3rd_person_plural|study|preposition_in|article_the|places,a1,2,vg_2ca87564d12f7fee
They usually come home at 4 o'clock.,4 o'clock,,4 o'clock;5 o'clock;6 o'clock;3 o'clock,daily_routines_actions,present_simple|3rd_person_plural|frequency_usually|come|preposition_at|time_clock,a1,3,
They usually come home in the afternoon.,afternoon,,morning;evening,daily_routines_actions,present_simple|3rd_person_plural|frequency_usually|come|preposition_in|article_the|times_of_day,a1,3,vg_9b9ae3a7dd5d6f96
They usually come home in the morning.,morning,,afternoon;evening,daily_routines_actions,present_simple|3rd_person_plural|frequency_usually|come|preposition_in|article_the|times_of_day,a1,3,vg_9b9ae3a7dd5d6f96
They usually come home in the evening.,evening,,afternoon;morning,daily_routines_actions,present_simple|3rd_person_plural|frequency_usually|come|preposition_in|article_the|times_of_day,a1,3,vg_9b9ae3a7dd5d6f96
They usually leave at 3 o'clock.,3 o'clock,,3 o'clock;4 o'clock;5 o'clock;6 o'clock,daily_routines_actions,present_simple|3rd_person_plural|frequency_usually|leave|preposition_at|time_clock,a1,3,
They wash their hands.,hands,hand,hands;clothes;car;dishes,daily_routines_actions,present_simple|3rd_person_plural|wash|possessive_their|body_parts|plural,a1,3,
This is her bag.,bag,,hat;phone;book;pen,be_a_noun,be|demonstrative_this|possessive_her|singular,a1,1,vg_136ca1ea9f0dffb4
This is her hat.,hat,,bag;phone;book;pen,be_a_noun,be|demonstrative_this|possessive_her|singular,a1,1,vg_136ca1ea9f0dffb4
This is her phone.,phone,,bag;hat;book;pen,be_a_noun,be|demonstrative_this|possessive_her|singular,a1,1,vg_136ca1ea9f0dffb4
This is her book.,book,,bag;hat;phone;pen,be_a_noun,be|demonstrative_this|possessive_her|singular,a1,1,vg_136ca1ea9f0dffb4
This is her pen.,pen,,bag;hat;phone;book,be_a_noun,be|demonstrative_this|possessive_her|singular,a1,1,vg_136ca1ea9f0dffb4
This is her desk.,desk,,chair;bag;book,be_a_noun,be|demonstrative_this|possessive_her|singular,a1,1,vg_2911a0f9838235d1
This is her chair.,chair,,desk;bag;book,be_a_noun,be|demonstrative_this|possessive_her|singular,a1,1,vg_2911a0f9838235d1
This is his ball.,ball,,bag;hat;phone;book,be_a_noun,be|demonstrative_this|possessive_his|singular,a1,1,vg_ce5f67c8ca8df253
This is his bag.,bag,,ball;hat;phone;book,be_a_noun,be|demonstrative_this|possessive_his|singular,a1,1,vg_ce5f67c8ca8df253
This is his hat.,hat,,ball;bag;phone;book,be_a_noun,be|demonstrative_this|possessive_his|singular,a1,1,vg_ce5f67c8ca8df253
This is his phone.,phone,,ball;bag;hat;book,be_a_noun,be|demonstrative_this|possessive_his|singular,a1,1,vg_ce5f67c8ca8df253
This is his book.,book,,ball;bag;hat;phone,be_a_noun,be|demonstrative_this|possessive_his|singular,a1,1,vg_ce5f67c8ca8df253
This is my brother's toy.,toy,,ball;car;hat;book,be_a_noun,be|demonstrative_this|possessive_my|possessive_apostrophe|family|singular,a1,3,vg_d35d3d0cf0ba25d5
This is my brother's ball.,ball,,toy;car;hat;book,be_a_noun,be|demonstrative_this|possessive_my|possessive_apostrophe|family|singular,a1,3,vg_d35d3d0cf0ba25d5
This is my brother's car.,car,,toy;ball;hat;book,be_a_noun,be|demonstrative_this|possessive_my|possessive_apostrophe|family|singular,a1,3,vg_d35d3d0cf0ba25d5
This is my brother's hat.,hat,,toy;ball;car;book,be_a_noun,be|demonstrative_this|possessive_my|possessive_apostrophe|family|singular,a1,3,vg_d35d3d0cf0ba25d5
This is my brother's book.,book,,toy;ball;car;hat,be_a_noun,be|demonstrative_this|possessive_my|possessive_apostrophe|family|singular,a1,3,vg_d35d3d0cf0ba25d5
This is my desk.,desk,,chair;bag;book;pen,be_a_noun,be|demonstrative_this|possessive_my|singular,a1,1,vg_4166b24ce3d6930a
This is my chair.,chair,,desk;bag;book;pen,be_a_noun,be|demonstrative_this|possessive_my|singular,a1,1,vg_4166b24ce3d6930a
This is my bag.,bag,,desk;chair;book;pen,be_a_noun,be|demonstrative_this|possessive_my|singular,a1,1,vg_4166b24ce3d6930a
This is my book.,book,,desk;chair;bag;pen,be_a_noun,be|demonstrative_this|possessive_my|singular,a1,1,vg_4166b24ce3d6930a
This is my pen.,pen,,book;bag;hat;phone,be_a_noun,be|demonstrative_this|possessive_my|singular,a1,1,vg_e9586f2d35d9b193
This is my hat.,hat,,pen;book;bag;phone,be_a_noun,be|demonstrative_this|possessive_my|singular,a1,1,vg_e9586f2d35d9b193
This is my phone.,phone,,pen;book;bag;hat,be_a_noun,be|demonstrative_this|possessive_my|singular,a1,1,vg_e9586f2d35d9b193
This is our classroom.,classroom,,school;teacher;house,be_a_noun,be|demonstrative_this|possessive_our|singular,a1,2,vg_db15704eb5569dbe
This is our school.,school,,classroom;teacher;house,be_a_noun,be|demonstrative_this|possessive_our|singular,a1,2,vg_db15704eb5569dbe
This is our teacher.,teacher,,classroom;school;house,be_a_noun,be|demonstrative_this|possessive_our|singular,a1,2,vg_db15704eb5569dbe
This is our house.,house,,classroom;school;teacher,be_a_noun,be|demonstrative_this|possessive_our|singular,a1,2,vg_db15704eb5569dbe
This is our lunch.,lunch,,breakfast,be_a_noun,be|demonstrative_this|possessive_our|singular|food,a1,2,vg_5335796af222c6f9
This is our breakfast.,breakfast,,lunch,be_a_noun,be|demonstrative_this|possessive_our|singular|food,a1,2,vg_5335796af222c6f9
This is your paper.,paper,,book;pen;chair;desk,be_a_noun,be|demonstrative_this|possessive_your|singular,a1,1,vg_9ad63e5e4b0ce3e8
This is your book.,book,,paper;pen;chair;desk,be_a_noun,be|demonstrative_this|possessive_your|singular,a1,1,vg_9ad63e5e4b0ce3e8
This is your pen.,pen,,paper;book;chair;desk,be_a_noun,be|demonstrative_this|possessive_your|singular,a1,1,vg_9ad63e5e4b0ce3e8
This is your chair.,chair,,paper;book;pen;desk,be_a_noun,be|demonstrative_this|possessive_your|singular,a1,1,vg_9ad63e5e4b0ce3e8
This is your desk.,desk,,paper;book;pen;chair,be_a_noun,be|demonstrative_this|possessive_your|singular,a1,1,vg_9ad63e5e4b0ce3e8
Those are her pencils.,pencils,pencil,pencils;pens;books;shoes;rulers,be_a_noun,be|are|demonstrative_those|possessive_her|plural,a1,2,
Those are our coats.,coats,coat,coats;hats;shoes;bags;jackets,be_a_noun,be|are|demonstrative_those|possessive_our|plural|clothes,a1,2,
Those are your shoes.,shoes,shoe,shoes;socks;pants;hats;gloves,be_a_noun,be|are|demonstrative_those|possessive_your|plural|clothes,a1,2,
Turn off the light.,light,,tv;phone,classroom_commands,imperative|turn_off|particle|article_the,a1,2,vg_54f1613ebf915b7e
Turn off the tV.,tV,,light;phone,classroom_commands,imperative|turn_off|particle|article_the,a1,2,vg_54f1613ebf915b7e
Turn off the phone.,phone,,light;tv,classroom_commands,imperative|turn_off|particle|article_the,a1,2,vg_54f1613ebf915b7e
We always say hello.,hello,,hello;goodbye;please;thank you,daily_routines_actions,present_simple|frequency_always|1st_person_plural|say|greeting,a1,2,
We always say please.,please,,please;hello;goodbye;thank you;sorry,daily_routines_actions,present_simple|frequency_always|1st_person_plural|say|polite,a1,2,
We always say thank you.,thank you,,thank you;hello;goodbye;please;sorry,daily_routines_actions,present_simple|frequency_always|1st_person_plural|say|polite,a1,2,
We are jumping on the grass.,grass,,floor;mat;bed;sofa,present_continuous,be|present_continuous|1st_person_plural|jump|preposition_on|article_the,a1,2,vg_26911a35e8a787f6
We are jumping on the floor.,floor,,grass;mat;bed;sofa,present_continuous,be|present_continuous|1st_person_plural|jump|preposition_on|article_the,a1,2,vg_26911a35e8a787f6
We are jumping on the mat.,mat,,grass;floor;bed;sofa,present_continuous,be|present_continuous|1st_person_plural|jump|preposition_on|article_the,a1,2,vg_26911a35e8a787f6
We are jumping on the bed.,bed,,grass;floor;mat;sofa,present_continuous,be|present_continuous|1st_person_plural|jump|preposition_on|article_the,a1,2,vg_26911a35e8a787f6
We are jumping on the sofa.,sofa,,grass;floor;mat;bed,present_continuous,be|present_continuous|1st_person_plural|jump|preposition_on|article_the,a1,2,vg_26911a35e8a787f6
We are learning English.,English,,English;Spanish;French;Chinese;math;science,present_continuous,be|present_continuous|1st_person_plural|learn|languages,a1,2,
We are listening to a song.,song,,teacher;bird;music,present_continuous,be|present_continuous|1st_person_plural|listen|preposition_to|article_a,a1,2,vg_482b4dc0a4615589
We are listening to a teacher.,teacher,,song;bird;music,present_continuous,be|present_continuous|1st_person_plural|listen|preposition_to|article_a,a1,2,vg_482b4dc0a4615589
We are listening to a bird.,bird,,song;teacher;music,present_continuous,be|present_continuous|1st_person_plural|listen|preposition_to|article_a,a1,2,vg_482b4dc0a4615589
We are listening to a music.,music,,song;teacher;bird,present_continuous,be|present_continuous|1st_person_plural|listen|preposition_to|article_a,a1,2,vg_482b4dc0a4615589
We are looking at the bird.,bird,,board;clock;teacher;tree;sky,present_continuous,be|present_continuous|1st_person_plural|look|preposition_at|article_the,a1,2,vg_f1c0035a0d006e9f
We are looking at the board.,board,,bird;clock;teacher;tree;sky,present_continuous,be|present_continuous|1st_person_plural|look|preposition_at|article_the,a1,2,vg_f1c0035a0d006e9f
We are looking at the clock.,clock,,bird;board;teacher;tree;sky,present_continuous,be|present_continuous|1st_person_plural|look|preposition_at|article_the,a1,2,vg_f1c0035a0d006e9f
We are looking at the teacher.,teacher,,bird;board;clock;tree;sky,present_continuous,be|present_continuous|1st_person_plural|look|preposition_at|article_the,a1,2,vg_f1c0035a0d006e9f
We are looking at the tree.,tree,,bird;board;clock;teacher;sky,present_continuous,be|present_continuous|1st_person_plural|look|preposition_at|article_the,a1,2,vg_f1c0035a0d006e9f
We are looking at the sky.,sky,,bird;board;clock;teacher;tree,present_continuous,be|present_continuous|1st_person_plural|look|preposition_at|article_the,a1,2,vg_f1c0035a0d006e9f
We are sitting on the chair.,chair,,bench;sofa;floor;mat,present_continuous,be|present_continuous|1st_person_plural|sit|preposition_on|article_the,a1,2,vg_1a761ff3362e4367
We are sitting on the bench.,bench,,chair;sofa;floor;mat,present_continuous,be|present_continuous|1st_person_plural|sit|preposition_on|article_the,a1,2,vg_1a761ff3362e4367
We are sitting on the sofa.,sofa,,chair;bench;floor;mat,present_continuous,be|present_continuous|1st_person_plural|sit|preposition_on|article_the,a1,2,vg_1a761ff3362e4367
We are sitting on the floor.,floor,,chair;bench;sofa;mat,present_continuous,be|present_continuous|1st_person_plural|sit|preposition_on|article_the,a1,2,vg_1a761ff3362e4367
We are sitting on the mat.,mat,,chair;bench;sofa;floor,present_continuous,be|present_continuous|1st_person_plural|sit|preposition_on|article_the,a1,2,vg_1a761ff3362e4367
We are tired.,tired,,tired;happy;sad;hungry;sleepy;bored,be_adjective,be|adjective|1st_person_plural|state,a1,1,
We are very bored.,bored,,bored;happy;sad;tired;hungry;sleepy;hot;cold,be_adjective,be|adjective|1st_person_plural|intensifier|state,a1,2,
We are very hot.,hot,,hot;cold;happy;sad;tired;hungry;sleepy;bored,be_adjective,be|adjective|1st_person_plural|intensifier|state,a1,2,
We are watching a movie.,movie,,show;game;bird,present_continuous,be|present_continuous|1st_person_plural|watch|article_a,a1,2,vg_6d57ce2ea8ac70a0
We are watching a show.,show,,movie;game;bird,present_continuous,be|present_continuous|1st_person_plural|watch|article_a,a1,2,vg_6d57ce2ea8ac70a0
We are watching a game.,game,,movie;show;bird,present_continuous,be|present_continuous|1st_person_plural|watch|article_a,a1,2,vg_6d57ce2ea8ac70a0
We are watching a bird.,bird,,movie;show;game,present_continuous,be|present_continuous|1st_person_plural|watch|article_a,a1,2,vg_6d57ce2ea8ac70a0
We can bake a cake.,cake,,cookie;pizza;bread,abilities_modal,can_affirmative|1st_person_plural|bake|article_a|food,a1,2,vg_3473fcece6669acf
We can bake a cookie.,cookie,,cake;pizza;bread,abilities_modal,can_affirmative|1st_person_plural|bake|article_a|food,a1,2,vg_3473fcece6669acf
We can bake a pizza.,pizza,,cake;cookie;bread,abilities_modal,can_affirmative|1st_person_plural|bake|article_a|food,a1,2,vg_3473fcece6669acf
We can bake a bread.,bread,,cake;cookie;pizza,abilities_modal,can_affirmative|1st_person_plural|bake|article_a|food,a1,2,vg_3473fcece6669acf
We can build a tower.,tower,,house;wall,abilities_modal,can_affirmative|1st_person_plural|build|article_a,a1,2,vg_0d96ccdfc726c111
We can build a house.,house,,tower;wall,abilities_modal,can_affirmative|1st_person_plural|build|article_a,a1,2,vg_0d96ccdfc726c111
We can build a wall.,wall,,tower;house,abilities_modal,can_affirmative|1st_person_plural|build|article_a,a1,2,vg_0d96ccdfc726c111
We can find the ball.,ball,,book;pen;phone,abilities_modal,can_affirmative|1st_person_plural|find|article_the,a1,2,vg_44a3cbcb634bff46
We can find the book.,book,,ball;pen;phone,abilities_modal,can_affirmative|1st_person_plural|find|article_the,a1,2,vg_44a3cbcb634bff46
We can find the pen.,pen,,ball;book;phone,abilities_modal,can_affirmative|1st_person_plural|find|article_the,a1,2,vg_44a3cbcb634bff46
We can find the phone.,phone,,ball;book;pen,abilities_modal,can_affirmative|1st_person_plural|find|article_the,a1,2,vg_44a3cbcb634bff46
We can help you.,you,,you;them;him;her,abilities_modal,can_affirmative|1st_person_plural|help|pronoun_object,a1,2,
We can write words.,words,word,words;letters;sentences;numbers,abilities_modal,can_affirmative|1st_person_plural|write|plural,a1,2,
We cannot fly.,fly,,swim;dance;sing;cook,abilities_modal,cannot|negative_ability|1st_person_plural,a1,1,vg_f9c66d43a9e2488a
We cannot swim.,swim,,fly;dance;sing;cook,abilities_modal,cannot|negative_ability|1st_person_plural,a1,1,vg_f9c66d43a9e2488a
We cannot dance.,dance,,fly;swim;sing;cook,abilities_modal,cannot|negative_ability|1st_person_plural,a1,1,vg_f9c66d43a9e2488a
We cannot sing.,sing,,fly;swim;dance;cook,abilities_modal,cannot|negative_ability|1st_person_plural,a1,1,vg_f9c66d43a9e2488a
We cannot cook.,cook,,fly;swim;dance;sing,abilities_modal,cannot|negative_ability|1st_person_plural,a1,1,vg_f9c66d43a9e2488a
We do not like bad games.,games,game,games;movies;songs;jokes;sports,likes_preferences,present_simple|negative|do_not|like|1st_person_plural|adjective|plural,a1,3,
We do not like cold food.,food,,weather;water,likes_preferences,present_simple|negative|do_not|like|1st_person_plural|adjective|food,a1,3,vg_207bc95e1a08cd72
We do not like cold weather.,weather,,food;water,likes_preferences,present_simple|negative|do_not|like|1st_person_plural|adjective|food,a1,3,vg_207bc95e1a08cd72
We do not like cold water.,water,,food;weather,likes_preferences,present_simple|negative|do_not|like|1st_person_plural|adjective|food,a1,3,vg_207bc95e1a08cd72
We do not like old toys.,toys,toy,toys;books;shoes;cars;hats,likes_preferences,present_simple|negative|do_not|like|1st_person_plural|adjective|plural,a1,3,
We have a classroom.,classroom,,teacher;school;car;dog,possession_have,have|1st_person_plural|article_a|singular,a1,1,vg_b0d0565ebd4d099d
We have a teacher.,teacher,,classroom;school;car;dog,possession_have,have|1st_person_plural|article_a|singular,a1,1,vg_b0d0565ebd4d099d
We have a school.,school,,classroom;teacher;car;dog,possession_have,have|1st_person_plural|article_a|singular,a1,1,vg_b0d0565ebd4d099d
We have a car.,car,,classroom;teacher;school;dog,possession_have,have|1st_person_plural|article_a|singular,a1,1,vg_b0d0565ebd4d099d
We have a dog.,dog,,classroom;teacher;school;car,possession_have,have|1st_person_plural|article_a|singular,a1,1,vg_b0d0565ebd4d099d
We have five nice friends.,friends,friend,friends;teachers;students;cousins;neighbors,possession_have,have|1st_person_plural|numbers|adjective|plural|people,a1,3,
We have four nice teachers.,teachers,teacher,teachers;friends;students;cousins,possession_have,have|1st_person_plural|numbers|adjective|plural|people,a1,3,
We have six kind teachers.,teachers,teacher,teachers;friends;students;cousins,possession_have,have|1st_person_plural|numbers|adjective|plural|people,a1,3,
We have three sharpies.,sharpies,sharpie,sharpies;pens;pencils;crayons;markers,possession_have,have|1st_person_plural|numbers|plural,a1,3,
We have two balls.,balls,ball,balls;hats;books;toys;pens,possession_have,have|1st_person_plural|numbers|plural,a1,2,
We hide in the closet.,closet,,room;classroom;garden,daily_routines_actions,present_simple|1st_person_plural|hide|preposition_in|article_the,a1,3,vg_eb00b1e4f30a4672
We hide in the room.,room,,closet;classroom;garden,daily_routines_actions,present_simple|1st_person_plural|hide|preposition_in|article_the,a1,3,vg_eb00b1e4f30a4672
We hide in the classroom.,classroom,,closet;room;garden,daily_routines_actions,present_simple|1st_person_plural|hide|preposition_in|article_the,a1,3,vg_eb00b1e4f30a4672
We hide in the garden.,garden,,closet;room;classroom,daily_routines_actions,present_simple|1st_person_plural|hide|preposition_in|article_the,a1,3,vg_eb00b1e4f30a4672
We love our garden.,garden,,house;school;teacher;dog;cat,likes_preferences,present_simple|1st_person_plural|loves|possessive_our,a1,2,vg_2f9eb4e9b86c8298
We love our teacher.,teacher,,garden;house;school;dog;cat,likes_preferences,present_simple|1st_person_plural|loves|possessive_our,a1,2,vg_2f9eb4e9b86c8298
We love our dog.,dog,,garden;house;school;teacher;cat,likes_preferences,present_simple|1st_person_plural|loves|possessive_our,a1,2,vg_2f9eb4e9b86c8298
We love our cat.,cat,,garden;house;school;teacher;dog,likes_preferences,present_simple|1st_person_plural|loves|possessive_our,a1,2,vg_2f9eb4e9b86c8298
We love our house.,house,,house;garden;school;teacher;dog;cat,likes_preferences,present_simple|1st_person_plural|loves|possessive_our|home,a1,2,
We love our school.,school,,house;garden;teacher;classroom,likes_preferences,present_simple|1st_person_plural|loves|possessive_our,a1,2,vg_af3ac0819f889713
We love our classroom.,classroom,,school;house;garden;teacher,likes_preferences,present_simple|1st_person_plural|loves|possessive_our,a1,2,vg_af3ac0819f889713
We never run in the hall.,hall,,house;classroom;kitchen,daily_routines_actions,present_simple|1st_person_plural|frequency_never|run|preposition_in|article_the,a1,3,vg_391467cc588f34ff
